product_name,stars,rating,reviews,curr_price,mrp,processor,ram,image
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,4.5,686,95,45990,62990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.3,2337,248,49490,86290,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,204,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
MSI Core i5 13th Gen,3.1,7,0,48990,64990,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/m/k/modern-15-b13m-290in-thin-and-light-laptop-msi-original-imagnjyhw2dzzpaz.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4,818,100,41990,55534,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70
DELL Inspiron Ryzen 5 Quad Core 3450U,4,148,25,45990,63973,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
Infinix X2 Slim Intel Core i3 11th Gen,4.2,555,95,30990,54990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/1/h/inbook-thin-and-light-laptop-infinix-original-imagpyjexehgq3kg.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,4,21,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,467,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Lenovo Ryzen 3 Quad Core 7320U,0,0,0,32990,36424,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/e/e/v15-g4-thin-and-light-laptop-lenovo-original-imagq57gqharggna.jpeg?q=70
ASUS Touchscreen Core i3 12th Gen,4.3,48,5,46990,62990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/4/x/vivobook-16x-laptop-asus-original-imaghezywsyju5sf.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,287,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,14488,2071,36999,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
HP Athlon Dual Core 3050U,4.1,1203,120,32999,43500,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/c/o/-original-imagp9x8phty2dyr.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,4.1,120,6,49990,62990,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/r/7/-original-imagpxgqbu5hmwzs.jpeg?q=70
HP Ryzen 3 Quad Core 7320U,0,0,0,44490,47716,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/i/q/14-em0025au-thin-and-light-laptop-hp-original-imagrm7nawvjnhah.jpeg?q=70
Lenovo Intel Celeron Dual Core,4.1,1919,178,30790,46090,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/b/z/-original-imagmmng8dppnn4v.jpeg?q=70
HP Chromebook MediaTek Kompanio 500,3.8,6530,728,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
realme Book Prime Core i5 11th Gen,4.2,53,8,47999,69999,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/5/d/cloudpro002-thin-and-light-laptop-realme-original-imagzbmewzqubvvn.jpeg?q=70
Lenovo V15 Core i3 12th Gen,4.3,22,0,39990,58187,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,4.1,120,6,49990,66990,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/u/p/-original-imagpxgrxrqsmdqz.jpeg?q=70
HP Celeron Dual Core,4,1885,260,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
HP Chromebook x360 Intel Celeron Quad Core,3.8,162,19,18990,31156,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
DELL Core i3 11th Gen,0,0,0,38490,99999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/f/x/laptop-thin-and-light-laptop-dell-original-imagrzsjhhgywmrt.jpeg?q=70
DELL Inspiron Ryzen 5 Quad Core 5500u,0,0,0,45990,62924,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/v/v/na-thin-and-light-laptop-dell-original-imagqfb6ec7gzdq3.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,4.2,493,59,34790,47695,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l45xea80/computer/w/j/c/-original-imagf4htystubbsg.jpeg?q=70
HP 15s (2023) Intel Core i3 13th Gen,4.2,87,8,46990,54522,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/a/c/-original-imagreh9cuzdgut9.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,204,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
HP Chromebook x360 Intel Celeron Dual Core,3.8,269,26,18990,32295,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/p/m/9/14a-ca0506tu-thin-and-light-laptop-hp-original-imagbmtfbpbkvyqz.jpeg?q=70
Ultimus Elite Core i5 10th Gen,0,0,0,29990,45990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/u/j/nu14u3inf56bn-sg-thin-and-light-laptop-ultimus-original-imagrtan4ttd2kgg.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,467,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,4,21,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Lenovo Core i5 11th Gen,4.6,21,1,47000,66470,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ktrk13k0/computer/t/m/0/v14-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh8juwph85h.jpeg?q=70
HP Ryzen 3 Quad Core 7320U,3.9,25,2,37990,47207,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/l/4/-original-imagregs7g3nc4gq.jpeg?q=70
Acer Extensa 15 Non,3.8,28,7,28990,45999,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/l/p/-original-imagqmqjv5cyvbup.jpeg?q=70
Lenovo Core i3 11th Gen,4.3,172,13,34649,51544,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ktrk13k0/computer/a/q/c/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh6pmds7p5r.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,287,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
AXL Celeron Dual Core,3.7,47,7,15999,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/b/q/axl-vayu-book-thin-and-light-laptop-axl-original-imagrehvpjhwkdcd.jpeg?q=70
Lenovo IdeaPad 1 Intel Celeron Dual Core,3.7,667,47,24990,34890,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/u/w/h/11igl05-thin-and-light-laptop-lenovo-original-imag7antefgkgfzb.jpeg?q=70
Acer One14 Ryzen 5 3500U,0,0,0,32990,45990,AMD Ryzen 5 Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/6/r/z2-493-thin-and-light-laptop-acer-original-imagr6yj4zfenqzs.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,14488,2071,36999,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
HP Chromebook MediaTek Kompanio 500,3.8,6530,728,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
Lenovo IdeaPad 3 Celeron Dual Core,4.4,172,28,29990,35590,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,541,63,40990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l3t2fm80/computer/n/w/v/-original-imageuecpzydw2gg.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,4.1,119,6,49990,62990,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/h/s/-original-imagpxgqj6x2zkhe.jpeg?q=70
Lenovo Core i3 10th Gen,3.7,427,55,35990,57999,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
HP Celeron Dual Core,4,1883,260,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
HP Chromebook x360 Intel Celeron Quad Core,3.8,162,19,18990,31156,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
ASUS VivoBook 15 (2021) Core i5 10th Gen,4.3,616,58,45990,64990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/h/v/-original-imagq9hcmgg3etg8.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,475,155,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,204,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,467,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4,401,37,41990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen,4.1,760,123,20990,29990,Intel Celeron Quad Core Processor (11th Gen),4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/z/o/xl30-thin-and-light-laptop-infinix-original-imagzmncf5snymhu.jpeg?q=70
DELL Ryzen 3 Quad Core 5425U,4.1,16,1,40990,49990,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l1dwknk0/computer/e/u/0/inspiron-3525-notebook-dell-original-imagcyrebyny33kd.jpeg?q=70
Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core,3.4,1809,199,16990,30690,Intel Celeron Dual Core Processor,2 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ksyz8280/computer/8/v/i/cb-11igl05-thin-and-light-laptop-lenovo-original-imag6fh8sqpuk3ts.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,3.9,20,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
ASUS Vivobook Go 14 (2023) Ryzen 3 Quad Core 7320U,4.3,31,2,38800,50990,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/9/6/-original-imagpxgq3wcnwpwv.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,541,63,40990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/b/q/-original-imagpxgruqwqpyy4.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,287,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
AXL Celeron Dual Core,3.7,47,7,15999,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/b/q/axl-vayu-book-thin-and-light-laptop-axl-original-imagrehvpjhwkdcd.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 11th Gen,4.4,319,40,42490,57390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Infinix X2 Slim Intel Core i7 11th Gen,4.5,67,13,48990,69990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/w/s/inbook-thin-and-light-laptop-infinix-original-imagpyjbxe3auzcp.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.2,527,65,34990,49990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70
ASUS Vivobook 15 Core i5 12th Gen,0,0,0,48990,90990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/h/d/x1504va-nj321ws-thin-and-light-laptop-asus-original-imagznwnfrnptnxd.jpeg?q=70
HP Chromebook MediaTek Kompanio 500,3.8,6530,728,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,14488,2071,36999,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
ASUS Vivobook 15 (2023) Core i3 13th Gen,4.3,3,1,45990,57990,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/n/s/-original-imagpxgrxyzpg8jg.jpeg?q=70
HP 14s Intel Core i3 11th Gen,4.3,682,68,40990,52900,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/z/2/-original-imagp7pfx6qc6dgs.jpeg?q=70
HP Celeron Dual Core,4,1885,263,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
HP Chromebook x360 Intel Celeron Quad Core,3.8,162,19,18990,31156,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
ASUS Vivobook 15 Core i3 12th Gen,4.4,37,11,45990,54990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/i/u/vivobook-15-laptop-asus-original-imagprqz6ymr259f.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.4,695,66,37490,44634,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ku5ufm80/computer/b/d/a/na-laptop-dell-original-imag7cstg8ebs8gd.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 11th Gen,4.3,843,98,36990,59990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Infinix INBook X2 Plus Core i3 11th Gen,4.2,464,90,31990,44990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/e/n/-original-imagjfgfjnwnq89g.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,211,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
HP Ryzen 5 Hexa Core 5500U,4.3,433,31,47440,59241,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/e/v/-original-imagp7pgjf9zfwxp.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U,4.2,931,120,38990,50990,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/r/7/-original-imagpxgqbu5hmwzs.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,477,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,4,21,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 11th Gen,3.7,128,16,35990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
ASUS Vivobook 14 (2023) Core i3 13th Gen,4.5,41,5,45990,57990,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/u/-original-imagpxgqbef23gbq.jpeg?q=70
DELL Inspiron Core i3 11th Gen,3.5,8,0,44490,60837,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzygpzk0/computer/z/p/p/inspiron-3511-thin-and-light-laptop-dell-original-imagbuv2dwaehygy.jpeg?q=70
DELL Vostro Ryzen 5 Quad Core 3500U,4.2,20,3,46490,61740,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kq5iykw0/computer/q/j/2/vostro-3405-thin-and-light-laptop-dell-original-imag48ejkx33d9nn.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,293,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
AXL Celeron Dual Core,3.7,47,8,15999,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/b/q/axl-vayu-book-thin-and-light-laptop-axl-original-imagrehvpjhwkdcd.jpeg?q=70
Acer Core i3 11th Gen,0,0,0,34990,46995,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/k/g/aspire-lite-thin-and-light-laptop-acer-original-imagrwjryg4gbskf.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,12145,1187,33990,50990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,14488,2112,36999,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
HP Chromebook MediaTek Kompanio 500,3.8,6530,734,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
ASUS Vivobook 16 (2023) Core i3 13th Gen,4.7,84,7,47990,62990,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/6/j/-original-imagpxgqfz7djerv.jpeg?q=70
HP 15s (2023) Ryzen 5 Quad Core 7520U,4.3,19,3,48990,55691,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/t/l/-original-imagregsqsgkvzud.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,12145,1167,35500,50990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70
Infinix X1 Slim Series Core i3 10th Gen,4.3,323,41,33490,54999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/l44hyfk0/computer/q/3/9/-original-imagf39qg32keh2h.jpeg?q=70
HP Celeron Dual Core,4,1885,260,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
